"B.beta"	"C.beta"	"D.beta"	"E.beta"	"B.se"	"C.se"	"D.se"	"E.se"	"A.rate"	"B.rate"	"C.rate"	"D.rate"	"E.rate"
"230"	-0.648337029772533	-0.877608981513055	-0.0312968289489694	-6.43090425389932	1.9162595918674	1.49475945364149	0.539011583117158	668403.355817027	0.230769230769231	0.384615384615385	0.384615384615385	0.384615384615385	0.230769230769231
