"B.beta"	"C.beta"	"D.beta"	"B.se"	"C.se"	"D.se"	"A.rate"	"B.rate"	"C.rate"	"D.rate"
"9"	-0.350470853713543	-0.34136777112462	-0.401761859133304	0.0301531460272941	0.0217833785879003	0.0347484569864777	0.230769230769231	0.384615384615385	0.384615384615385	0.230769230769231
